356	Are you sure that you want to delete?
357	Are you sure that you want to leave?
358	Register as a Friend
359	Open 1:1 Chat between Friends
360	Open 1:1 Chat
361	Open 1:1 Chat between Strangers
362	Alarm when you recieve a 1:1 Chat
363	Are you sure that you want to expel?
364	%s has withdrawn from the guild.
365	Secession Reason: %s
366	You have failed to disband the guild.
367	Disband Reason: %s
368	This ID has been removed.
369	Price:
370	%s has been expelled from our guild.
371	Expulsion Reason: %s
372	You can't put this item on.
373	You can't modify Party Setup.
374	Guild has been Created.
375	You are already in a Guild.
376	That Guild Name already exists.
377	Guild has sent you an invitation. Would you like to join this Guild?
378	He/She is already in a Guild.
379	Offer Rejected
380	Offer Accepted
381	Your Guild is Full.
382	Send (%s) a Guild invitation
383	You haven't learned enough skills for aligning.
384	Aligning completed.
385	You already spent your point for today.
386	Hasn't been a month yet since you aligned this person.
387	Remember, Spamming isn't nice.
388	Please refrain from ill-mannered conduct, thank you.
389	Align with a Good Point
390	Align with a Bad Point
391	Request a deal with (%s)
392	Ask (%s) to join your party
393	Guild is asking you to agree to an Alliance with them. Do you accept?
394	This Guild is already your Ally.
395	You reject the offer
396	You accept the offer
397	They have too many Alliances.
398	You have too many Alliances.
399	Set this guild as an Alliance
400	Guild was successfully disbanded.
401	You have failed to disband the guild due to your incorrect SSN.
402	You have failed to disband the guild because there are guildsmen still present.
403	Set this guild as an Antagonist
404	Choose Hair Color
405	You don't have necessary item to create a Guild.
406	Monster Info
407	Name
408	Level
409	HP
410	Size
411	Type
412	MDEF
413	Attribute
414	Neutral
415	Water
416	Earth
417	Fire
418	Wind
419	Poison
420	Holy
421	Shadow
422	Ghost
423	Undead
424	You can't create items yet.
425	Item List you can craft
426	Create
427	's materials
428	item creation failed.
429	item created successfully.
430	item creation failed.
431	item created successfully.
432	You are not the required lvl.
433	Too high lvl for this job.
434	Not the suitable job for this type of work.
435	Record a message in the Talkie Box
436	Please type a message for the Talkie Box
437	Send to Guild
438	You didn't pay for this ID. Would you like to pay for it now?
439	Server is jammed due to overpopulation. Please try again after few minutes.
440	Server still recognizes your last log-in. Please try again after a few minutes.
441	Release Falcon
442	Dismount
443	Small
444	Med
445	Big
446	Double
447	Triple
448	Quadruple
449	You are prohibited to log in until %s.
450	's
451	's Fire
452	's Ice
453	's Wind
454	's Earth
455	38.144.194.2
456	6900
457	http://www.ragnarok.co.kr
458	Kill %s
459	Very Strong
460	Very Very Strong
461	Very Very Very Strong
462	The Reason of Expulsion
463	Attack Speed is up.
464	Attack Speed is down.
465	Weapon Damage is improved.
466	Weapon Damage is reduced.
467	Cast Delay is reduced.
468	Cast Delay has returned to normal.
469	Weapon is temporarily enchanted with Poison.
470	Weapon is temporarily enchanted with an elemental property.
471	Weapon has changed back to normal.
472	Armor has been enchanted with the Holy Ghost.
473	Armor has changed back to normal.
474	Barrier Formed.
475	Barrier Canceled.
476	Weapon Perfection Initiated.
477	Weapon perfection Canceled.
478	Power-Thrust Initiated.
479	Power-Thrust Canceled.
480	Maximize-Power Initiated.
481	Maximize-Power Canceled.
482	[New Server]
483	(%d players)
484	(On the maintenance)
485	Guild member %s has connected.
486	Guild member %s has disconnected.
487	You got %d Base EXP.
488	You got %d Job EXP.
489	You left the guild.
490	You have been expelled from the Guild.
491	Item Appraisal has completed successfully.
492	Item appraisal has failed.
493	Compounding has completed successfully.
494	Compounding has failed.
495	Antagonist has been set.
496	Guild has too many Antagonists.
497	Already set as an Antagonist
498	Upgrade has been completed successfully.
499	Upgrade has failed.
500	Unavailable Area to Teleport
501	Unable to memorize this place as Warp Point
502	Please wait 10 seconds before trying to log out.
503	Position
504	Job
505	Note
506	Devotion
507	Tax Point
508	Leave Guild
509	Expel
510	Rank
511	Position Title
512	Invitation
513	Punish
514	Tax %
515	Title
516	For
517	Guild Name
518	Guild lvl
519	Number of Members
520	Ranking
521	Item Appraisal
522	Insert Card
523	Please enter the reason of Secession.
524	Please enter the reason of Expulsion.
525	Please close Shop.
526	Skill
527	Item Name
528	https://pay.ragnarok.co.kr (Billing Web)
529	IP capacity of this Internet Cafe is full. Would you like to pay the personal base?
530	You are out of available paid playing time. Game will be shut down automatically.
531	Name is too long. Please enter a name no greater than 23 english characters.
532	Character will be deleted in %d seconds.
533	You paid with the personal regular base.
534	You paid with the personal regular base. Available time is xx hrs xx mins xx secs.
535	You are free!
536	You are free for the test, your available time is xx hrs xx mins xx secs.
537	You paid with the Internet Cafe regular base. Available time is xx hrs xx mins xx secs.
538	You paid with the Time Limit for Internet Cafe. Available time is xx hrs xx mins xx secs.
539	You are free for the test of Internet Cafe version .
540	You are free for the Internet Cafe version.
541	You paid on the Time Limit Website.
542	Emotion icon List
543	/emo
544	/!
545	/?
546	/ho
547	/lv
548	/lv2
549	/swt
550	/ic
551	/an
552	/ag
553	/$
554	/...
555	/thx
556	/wah
557	/sry
558	/heh
559	/swt2
560	/hmm
561	/no1
562	/??
563	/omg
564	/oh
565	/X
566	/hlp
567	/go
568	/sob
569	/gg
570	/kis
571	/kis2
572	/pif
573	/ok
574	Shortcut List
575	Your account is suspended.
576	Your connection is terminated due to change in the billing policy. Please connect again.
577	Your connection is terminated because your IP doesn't match the authorized IP from the account server.
578	Your connection is terminated to prevent charging from your account's play time.
579	You have been forced to disconnect by the Game Master Team.
580	You can't use this Skill because you are over your Weight Limit.
581	Nameless
582	Congratulations! %s ranking has gone up to %d.
583	What a pity! %s ranking has gone down to %d.
584	Pet Info
585	Hunger
586	Intimacy
587	Please avoid opening a chatroom while vending.
588	Total
589	You have knocked down %s.
590	You have been knocked down by %s.
591	Feed - "%s" is not available.
592	Feed Pet
593	Performance
594	Return to Egg Shell
595	Unequip Accessory
596	Check Pet Status
597	Accessory
598	Equipped
599	Pet List
600	Unequipped
601	Are you sure that you want to feed your pet?
602	Only the numbers (0~9) are available.
603	You cannot sell unidentified items.
604	Item at 0 Zeny exists. Do you wish to continue?
605	[New Emotion List]
606	N/A
607	N/A
608	Character in the same account already joined.
609	(%d ppl) - over the age 18
610	Provoke initiated.
611	Provoke canceled.
612	Endure initiated.
613	Endure canceled.
614	Improve Concentration initiated.
615	Improve Concentration canceled.
616	Hiding Initiated.
617	Hiding Canceled.
618	Cloaking initiated.
619	Cloaking canceled.
620	Poison React initiated.
621	Poison React canceled.
622	Speed reduced.
623	Quagmire canceled.
624	Defense increased.
625	Angelus canceled.
626	Blessing aligned.
627	Blessing canceled.
628	Signum Crusis initiated.
629	Signum Crusis canceled.
630	Slow Poison initiated.
631	Slow Poison Canceled.
632	HP/SP recovery increased.
633	Magnificat canceled.
634	Luck increased.
635	Gloria canceled.
636	You will received double damage from all attacking opponents.
637	Lex Eterna canceled.
638	Attack Speed increased.
639	Attack Speed reduced.
640	You've just been on a Peco Peco.
641	You've just got off of a Peco Peco.
642	You've just carried a Falcon with.
643	You've just released a Falcon.
644	Play Dead initiated.
645	Play Dead canceled.
646	STR improved.
647	STR turned back to normal.
648	Energy Coat initiated.
649	Energy Coat canceled.
650	Armor destroyed.
651	Weapon has just been released from destroyed status.
652	Weapon destroyed.
653	Weapon has just been released from destroyed status.
654	Invisibility initiated.
655	Invisibility canceled.
656	Sorry. It is delayed due to the process of payment. Please re-connect in a minute.
657	You must unequip ammunition first.
658	Arrow List
659	Cart List
660	You must have a Pushcart.
661	You cannot open a Chat Window.
662	Registering an account is the first step to accessing the game. Do you want to visit the registration page now?
663	You cannot use this item while sitting.
664	Your use of skills and chat will be blocked for the next %d minutes.
665	Your use of skills and chat have been reinstated.
666	- [Not equipped]
667	Very Hungry
668	Hungry
669	Normal
670	Satisfied
671	Stuffed
672	Awkward
673	Shy
674	Cordial
675	Loyal
676	Unknown
677	Your account has play time of %d day %d hour %d minute.
678	Your account is already connected to account server.
679	Your account has play time of %d hour %d minute.
680	Your account is a free account.
681	This account can't connect the Sakray server.
682	Your pet name must be 23 characters or less.
683	You may change your pet's name only once. Your pet's name will be changed to ^0000ff^0000ff %s^000000^000000.  Do you wish to continue?
684	/font
685	Your guild lacks the funds to pay for this venture.
686	Your guild zeny limit prevents you from performing this action.
687	Simplified effects have been activated.
688	Simplified effects have been deactivated.
689	Required Fee
690	If you wish to drop an item, you must first open your Item Window (alt+e).
691	Internet Cafe Time Plan has been ended. Would you like to continue the game with your personal play time?
692	Current admission application state.
693	Current admission application state.
694	Your lack of zeny or your zeny limit have prevented you from performing this action.
695	Your character has fainted. Push the ESC key to restart.
696	- %d obtained.
697	Spell List
698	/minimize
699	This item has been damaged.
700	/noshift: You may use your ''force heal'' ability without the Shift key. On | Off
701	[no shift] option activated. [ON]
702	[no shift] option deactivated. [OFF]
703	MSI_REFUSE_BAN_BY_DBA
704	MSI_REFUSE_EMAIL_NOT_CONFIRMED
705	MSI_REFUSE_BAN_BY_GM
706	MSI_REFUSE_TEMP_BAN_FOR_DBWORK
707	MSI_REFUSE_SELF_LOCK
708	MSI_REFUSE_NOT_PERMITTED_GROUP
709	MSI_REFUSE_WAIT_FOR_SAKRAY_ACTIVE
710	/aura: Simplify Aura effect On | Off
711	Turn On Aura [Aura ON]
712	Simplify Aura enabled. [ON]
713	Chat block record %d times
714	Chat block list
715	/showname: Change the name font type.
716	/noctrl | /nc: Auto attack without pressing ctrl key. On | Off
717	Use auto attack without Ctrl. [Auto attack ON]
718	Use auto attack with Ctrl. [Auto attack OFF]
719	Mute this player.
720	Unmute player & Erase mute time.
721	Decrease Player Mute time.
722	Normal Font Displayed. [showname type 1]
723	Font will be thin and party name will be shown [showname type 2]
724	/doridori: Shake head
725	Internet room is paying now.
726	Prepaid voucher validate until %d days %d hours %d minutes later. Time limit voucher validate untill %d hours %d minutes later.
727	/bingbing: Rotates player counter clockwise.
728	/bangbang: Rotates player clockwise.
729	/skillfail: Display red font message when skill fails. On | Off
730	Skill fail messages will be displayed. [Display On]
731	Skill fail messages will not be displayed. [Display OFF]
732	/notalkmsg: Chat will not be displayed in chat window. On | Off
733	Chat content will be displayed in the chat window. [Display ON]
734	Chat content will not be displayed in the chat window. [Display OFF]
735	/set1: /noctrl + /showname + /skillfail
736	/fog: Fog effect. On | Off
737	You have received a marriage proposal. Do you accept?
738	Item sharing type
739	Individual
740	Shared
741	nProtect KeyCrypt
742	Keyboard Driver has been detected. Do you want to install a program for keyboard security? (After installation, System Reboot is required)
743	Installation has been completed. System will be rebooted.
744	Installation has been failed.
745	Keyboard Security will be skipped.
746	Required file for Keyboard Security is not existing. (npkeyc.vxd, npkeyc.sys, npkeycs.sys)
747	USB Keyboard has been detected. Do you want to install a program for keyboard security? (After installation, System Reboot is required)
748	ftp://ragnarok.nefficient.co.kr/pub/ragnarok/ragnarok0526.exe
749	FindHack is not installed correctly. Please download ragnarok0226.exe and install it in RagnarokOnline directory.(%d).
750	Hacking tool is existing but it hasn't been cleaned. Rangarok Online will not be executed.
751	Hacking tool scan program has not been downloaded correctly. Please download ragnarok0226.exe and install it in RagnarokOnline directory.
752	NPX.DLL register error or there is no necessary file to run FindHack. Please download ragnarok0226.exe and install it in RagnarokOnline directory.
753	Exceptional Error. Please contact the customer support. Return Value: (%d)
754	Exit button has been clicked.
755	Unable to connect Findhack Update Server. Please try again or contact the customer support.
756	Beloved
757	/report: Save a chat log file.
758	Chat logs are not accepted as evidence for any ill-mannered violation on account of possible file modifications. However this feature is provided for players' personal reference.
759	I love you.
760	Please adjust your monitor/video brightness if effects appear too bright.
761	If full screen mode fails to work, it is suggested you alt+tab [or ctrl+esc] to inactivate and reactivate the Ragnarok Client.
762	(%d players) - Pay to Play Server
763	(%d players) - Free Server
764	Trial players can't connect Pay to Play Server.
765	Right click menu skills for F9 are Enabled.[/q1 ON]
766	Right click menu skills for F9 are Disabled.[/q1 OFF]
767	/quickspell: Right-click menu enables you to use skills assigned to the F9 hotkey. On | Off
768	Mouse wheel skills for F7 and F8 are Enabled.[/q2 ON]
769	Mouse wheel skills for F7 and F8 are Disabled.[/q2 OFF]
770	/quickspell2: By rolling the mouse wheel up and down, you are able to use skills registered on F7 and F8 hotkeys. On | Off
771	/q3 : /quickspell (/q1) + /quickspell2 (/q2)
772	/bzz
773	/rice
774	/awsm
775	/meh
776	/shy
777	/pat
778	/mp
779	/slur
780	/com
781	/yawn
782	/grat
783	/hp
784	/emotion: views the emoticon list.
785	Skills assigned to shortcut windows 1, 2, 3 are Enabled. [/bm ON]
786	Skills assigned to shortcut windows 1, 2, 3 are Disabled. [/bm OFF]
787	/battlemode: allows you to use skills assigned to Shortcut Window 2 by pressing Q ~ O keys.
788	A ~ L keys allow you to use skills assigned to Shortcut Window 3.
789	Please remember, programs running in the background while playing may affect the game's performance.
790	Dear angel, can you hear my voice?
791	Super Novice
792	Super Novice~
793	Help me out~ Please~ T_T
794	wishes to adopt you. Do you accept?
795	Z ~ > keys allow you to use skills assigned on shortcut window 1. On | Off
796	Press the space bar to Chat when in Battle mode [/battlemode | /bm].
797	"Either there's no Game Guard installed on the program or Game Guard is cracked. Please, try to reinstall Game Guard from its setup file."
798	Some of Windows system files have been damaged. Please re-install your Internet Explorer.
799	"Failed to run Game Guard. Please, try to reinstall Game Guard from its setup file."
800	"At least one hazardous program has been detected. Please, terminate all the unnecessary programs before executing Game Guard."
801	"Game Guard update is canceled. If the disconnection continues, please, check your internet or firewall settings."
802	"Failed to connect to Game Guard update server. Try to connect again later, or try to check the internet or firewall settings."
803	"Can't complete Game Guard update process. Please, try to execute a vaccine program to remove viruses. Or, please try to modify the settings of your PC managing tool if you are using any."
804	/notrade: Declines trade offers automatically. On | Off
805	Auto decline trade offers has been Enabled. [/nt ON]
806	Auto decline trade offers has been Disabled. [/nt OFF]
807	You cannot buy more than 30,000ea items at once.
808	You do not have enough ingredients.
809	Login information remains at %s.
810	Account has been locked for a hacking investigation. Please contact the GM Team for more information.
811	This account has been temporarily prohibited from login due to a bug-related investigation.
812	Repairable items
813	Item has been successfully repaired.
814	You have failed to repair this item. Please check the distance between you and opponent.
815	System process enabled [GM mode] [/sc ON]
816	System process disabled [GM mode] [/sc OFF]
817	/systemcheck: Check the system process [GM mode] On | Off
818	(%s) wishes to be friends with you. Would you like to accept?
819	Your Friend List is full.
820	(%s)'s Friend List is full.
821	You have become friends with (%s).
822	(%s) does not want to be friends with you.
823	This character will be blocked to use until %s.
824	Price will be fixed at 10,000,000 zeny, even if you enter higher price.
825	(Very low)
826	(Low)
827	(Normal)
828	(High)
829	(Very high)
830	You have been blocked from using chat and skills for %d minutes by the GM Team.
831	%d minutes remain until release from the GM penalty.
832	You have been released from the GM penalty.
833	You have been blocked from using chat and skills for %d as an automatic penalty.
834	%d minutes remain until release from auto penalty.
835	You have been released from the auto penalty. Please refrain from spamming in-game.
836	%s and %s have divorced from each other.
837	%s has been designated as Gravity %s's Solar Space.
838	%s has been designated as Gravity %s's Luna Space.
839	%s has been designated as Gravity %s's Stellar Space.
840	Gravity %s's Solar Space: %s
841	Gravity %s's Luna Space: %s
842	Gravity %s's Stellar Space: %s
843	%s has been designated as Gravity %s's Solar Monster.
844	%s has been designated as Gravity %s's Luna Monster.
845	%s has been designated as Gravity %s's Stellar Monster.
846	Gravity %s's Solar Monster: %s
847	Gravity %s's Luna Monster: %s
848	Gravity %s's Stellar Monster: %s
849	/window: Display windows will snap/dock together. On | Off
850	Display window docking enabled. [/wi ON]
851	Display window docking disabled. [/wi OFF]
852	/pvpinfo: shows your PVP result and PVP points.
853	You have won %d times and have lost %d times in PVP. Current points %d.
854	A manner point has been successfully aligned.
855	You are in a PK area. Please beware of sudden attack.
856	Game Guard update has been failed when either Virus or Spyware conflicted with. Please, Uninstall Spyware and Virus protection program before you log in.
857	Program has encountered an error related to Windows compatibility. Please start the game again.
858	You have been blocked from chatting, using skills and items.
859	Login is temporarily unavailable while this character is being deleted.
860	Login is temporarily unavailable while your spouse character is being deleted.
861	Novice
862	Swordman
863	Mage
864	Archer
865	Acolyte
866	Merchant
867	Thief
868	Knight
869	Priest
870	Wizard
871	Blacksmith
872	Hunter
873	Assassin
874	Novice
875	Swordman
876	Mage
877	Archer
878	Acolyte
879	Merchant
880	Thief
881	Knight
882	Priest
883	Wizard
884	Blacksmith
885	Hunter
886	Assassin
887	Send an adoption request to %s
888	When you become a child, you will be unable to become a Transcendent Class character, all stats will be limited to a maximum of 80, and Max HP/SP will be reduced. Are you sure that you want to be adopted?
889	All abnormal status effects have been removed.
890	You will be immune to abnormal status effects for the next minute.
891	Your Max HP will stay increased for the next minute.
892	Your Max SP will stay increased for the next minute.
893	All of your Stats will stay increased for the next minute.
894	Your weapon will remain blessed with Holy power for the next minute.
895	Your armor will remain blessed with Holy power for the next minute.
896	Your Defense will stay increased for the next 10 seconds.
897	Your Attack strength will be increased for the next minute.
898	Your Accuracy and Flee Rate will be increased for the next minute.
899	You cannot adopt more than 1 child.
900	You must be at least character level 70 in order to adopt someone.
901	[Point] You have been rewarded with %d Blacksmith rank points. Your point total is %d.
902	[Point] You have been rewarded with %d Alchemist rank points. Your point total is %d.
903	Help me out~ Please~ T_T
904	Help me out~ Please~ T_T
905	Help me out~ Please~ T_T
906	Help me out~ Please~ T_T
907	/notalkmsg2: Hides chat messages(including guild chat). On Off
908	Show chat messages. [/nm2 ON]
909	Hide chat messages(including guild chat) [/nm2 OFF]
910	Upgradable Weapons
911	Weapons upgraded: %s
912	Weapons upgraded: %s
913	You cannot upgrade %s until you level up your Upgrade Weapon skill.
914	You lack a necessary item %s to upgrade this weapon.
915	Full Divestment cannot pierce the target. The target is fully shielded.
916	You cannot adopt a married person.
917	This name is not registered in your Friend List. Please check the name again.
918	/hi or /hi message: Send greetings to people who are online and registered on your Friend List.
919	This character is not your guildsman. Please check the name again.
920	Please be aware that the maximum selling price is fixed as 2 Billion. You cannot sell an item higher than that.
